timestamp,event,setup_id,ticket,ea_version,symbol,timeframe,direction,lot,entry_price,close_price,profit,exit_reason,mindset
2025.11.19 09:58:07,OPEN,XAUUSDg_PERIOD_M5_20251119_0955_BUY_888999,3026,fix4,XAUUSDg,PERIOD_M5,BUY,0.18,4116.19,0.00,0.00,,READY_TO_BREAKOUT
2025.11.19 10:06:23,CLOSE,XAUUSDg_PERIOD_M5_20251119_0955_BUY_888999,3027,fix4,XAUUSDg,PERIOD_M5,SELL,0.18,0.00,4117.63,25.74,EA_CLOSE,
2025.11.19 10:06:23,OPEN,XAUUSDg_PERIOD_M5_20251119_1005_BUY_888999,3028,fix4,XAUUSDg,PERIOD_M5,BUY,0.18,4118.39,0.00,0.00,,READY_TO_BREAKOUT
2025.11.19 14:55:20,CLOSE,XAUUSDg_PERIOD_M5_20251119_1005_BUY_888999,3029,fix4,XAUUSDg,PERIOD_M5,SELL,0.18,0.00,4119.82,25.92,EA_CLOSE,
2025.11.19 14:55:21,OPEN,XAUUSDg_PERIOD_M5_20251119_1455_BUY_888999,3030,fix4,XAUUSDg,PERIOD_M5,BUY,0.18,4120.44,0.00,0.00,,READY_TO_BREAKOUT
2025.11.19 14:55:49,CLOSE,XAUUSDg_PERIOD_M5_20251119_1455_BUY_888999,3031,fix4,XAUUSDg,PERIOD_M5,SELL,0.18,0.00,4121.61,21.24,EA_CLOSE,
2025.11.19 14:55:49,OPEN,XAUUSDg_PERIOD_M5_20251119_1455_BUY_888999,3032,fix4,XAUUSDg,PERIOD_M5,BUY,0.18,4122.02,0.00,0.00,,READY_TO_BREAKOUT
2025.11.19 14:56:28,CLOSE,XAUUSDg_PERIOD_M5_20251119_1455_BUY_888999,3033,fix4,XAUUSDg,PERIOD_M5,SELL,0.18,0.00,4123.39,24.66,EA_CLOSE,
2025.11.19 14:56:28,OPEN,XAUUSDg_PERIOD_M5_20251119_1455_BUY_888999,3034,fix4,XAUUSDg,PERIOD_M5,BUY,0.18,4123.94,0.00,0.00,,READY_TO_BREAKOUT
2025.11.19 14:59:17,CLOSE,XAUUSDg_PERIOD_M5_20251119_1455_BUY_888999,3035,fix4,XAUUSDg,PERIOD_M5,SELL,0.18,0.00,4126.81,51.66,EA_CLOSE,
2025.11.19 14:59:17,OPEN,XAUUSDg_PERIOD_M5_20251119_1455_BUY_888999,3036,fix4,XAUUSDg,PERIOD_M5,BUY,0.18,4127.39,0.00,0.00,,READY_TO_BREAKOUT
2025.11.19 15:00:25,CLOSE,XAUUSDg_PERIOD_M5_20251119_1455_BUY_888999,3037,fix4,XAUUSDg,PERIOD_M5,SELL,0.18,0.00,4128.85,26.46,EA_CLOSE,
2025.11.19 15:00:25,OPEN,XAUUSDg_PERIOD_M5_20251119_1500_BUY_888999,3038,fix4,XAUUSDg,PERIOD_M5,BUY,0.18,4129.51,0.00,0.00,,READY_TO_BREAKOUT
2025.11.19 15:15:36,CLOSE,XAUUSDg_PERIOD_M5_20251119_1500_BUY_888999,3039,fix4,XAUUSDg,PERIOD_M5,SELL,0.18,0.00,4131.23,31.14,EA_CLOSE,
2025.11.19 15:15:36,OPEN,XAUUSDg_PERIOD_M5_20251119_1515_BUY_888999,3040,fix4,XAUUSDg,PERIOD_M5,BUY,0.18,4131.69,0.00,0.00,,READY_TO_BREAKOUT
2025.11.19 15:53:26,OPEN,XAUUSDg_PERIOD_M5_20251119_1515_BUY_888999,3041,fix4,XAUUSDg,PERIOD_M5,SELL,0.36,4099.89,0.00,0.00,,READY_TO_BREAKOUT
2025.11.19 17:04:28,CLOSE,XAUUSDg_PERIOD_M5_20251119_1515_BUY_888999,3042,fix4,XAUUSDg,PERIOD_M5,BUY,0.36,0.00,4056.99,1544.04,EA_CLOSE,
2025.11.19 17:04:28,CLOSE,XAUUSDg_PERIOD_M5_20251119_1515_BUY_888999,3043,fix4,XAUUSDg,PERIOD_M5,SELL,0.18,0.00,4056.70,-1349.82,EA_CLOSE,
2025.11.19 17:04:29,OPEN,XAUUSDg_PERIOD_M5_20251119_1700_SELL_888999,3044,fix4,XAUUSDg,PERIOD_M5,SELL,0.18,4057.03,0.00,0.00,,READY_TO_BREAKOUT
