date,time,cycle,session,regime,dir,rsi,beta1,sc100,sl,tp,risk,pnl,result,cycle_eq,month
2023-07-18,14:00,68,London,REVERTING,SHORT,69.6,16.12,0.596,1.94,15.48,500.0,4000.0,WIN,53000.0,2023-07
2023-07-27,20:30,68,NY_Open,REVERTING,LONG,33.4,-21.35,0.505,1.84,14.75,500.0,4000.0,WIN,57000.0,2023-07
2023-08-01,07:30,69,Asian,REVERTING,LONG,34.2,-17.65,0.505,1.13,9.04,500.0,-500.0,LOSS,49500.0,2023-08
2023-08-09,14:00,69,London,REVERTING,LONG,27.9,-8.37,0.505,1.48,11.8,500.0,-500.0,LOSS,49000.0,2023-08
2023-08-16,14:30,69,London,REVERTING,LONG,31.2,-9.59,0.495,1.51,12.06,500.0,-500.0,LOSS,48500.0,2023-08
2023-08-23,14:00,69,London,REVERTING,SHORT,67.3,8.41,0.586,1.77,14.16,500.0,-500.0,LOSS,48000.0,2023-08
2023-08-29,14:00,69,London,REVERTING,SHORT,65.6,13.36,0.586,1.81,14.46,500.0,-500.0,LOSS,47500.0,2023-08
2023-09-05,07:00,69,Asian,REVERTING,LONG,29.0,-0.78,0.515,0.88,7.02,500.0,-500.0,LOSS,47000.0,2023-09
2023-09-05,14:30,69,London,REVERTING,LONG,34.3,-5.75,0.525,1.41,11.3,500.0,-500.0,LOSS,46500.0,2023-09
2023-09-12,07:00,69,Asian,REVERTING,LONG,27.5,-6.75,0.455,0.82,6.53,500.0,-500.0,LOSS,46000.0,2023-09
2023-09-15,07:30,70,Asian,REVERTING,SHORT,66.0,1.57,0.545,0.87,6.93,500.0,-500.0,LOSS,49500.0,2023-09
2023-09-20,20:30,70,NY_Open,REVERTING,LONG,34.6,-13.18,0.455,1.56,12.44,500.0,-500.0,LOSS,49000.0,2023-09
2023-09-21,07:30,70,Asian,REVERTING,LONG,33.4,-14.0,0.424,1.05,8.37,500.0,-500.0,LOSS,48500.0,2023-09
2023-09-26,14:00,70,London,REVERTING,LONG,26.6,-9.98,0.556,1.56,12.51,500.0,-500.0,LOSS,48000.0,2023-09
2023-09-27,14:00,70,London,REVERTING,LONG,17.1,-16.38,0.515,1.72,13.75,500.0,-500.0,LOSS,47500.0,2023-09
2023-09-29,14:00,70,London,REVERTING,LONG,28.8,-24.2,0.485,2.33,18.64,500.0,-500.0,LOSS,47000.0,2023-09
2023-10-02,20:30,70,NY_Open,REVERTING,LONG,34.4,-2.25,0.515,1.21,9.71,500.0,-500.0,LOSS,46500.0,2023-10
2023-10-09,20:30,70,NY_Open,REVERTING,SHORT,69.7,11.21,0.535,1.15,9.17,500.0,4000.0,WIN,50500.0,2023-10
2023-10-11,07:00,70,Asian,REVERTING,SHORT,71.3,12.38,0.505,1.22,9.73,500.0,-500.0,LOSS,50000.0,2023-10
2023-10-12,07:30,70,Asian,REVERTING,SHORT,70.3,2.87,0.535,1.05,8.39,500.0,4000.0,WIN,54000.0,2023-10
2023-10-13,07:00,70,Asian,REVERTING,SHORT,80.1,27.03,0.505,1.33,10.61,500.0,-500.0,LOSS,53500.0,2023-10
2023-10-13,14:00,70,London,REVERTING,SHORT,86.2,34.82,0.455,3.11,24.85,500.0,-500.0,LOSS,53000.0,2023-10
2023-10-18,07:30,70,Asian,REVERTING,SHORT,70.0,9.31,0.495,1.35,10.83,500.0,-500.0,LOSS,52500.0,2023-10
2023-10-19,14:00,70,London,REVERTING,SHORT,72.6,21.26,0.444,2.88,23.01,500.0,-500.0,LOSS,52000.0,2023-10
2023-10-24,07:00,70,Asian,REVERTING,LONG,28.4,-8.56,0.535,1.72,13.77,500.0,4000.0,WIN,56000.0,2023-10
2023-10-27,14:00,71,London,REVERTING,SHORT,73.8,26.69,0.545,2.83,22.68,500.0,4000.0,WIN,54000.0,2023-10
2023-10-31,20:30,71,NY_Open,REVERTING,LONG,33.5,-11.03,0.444,1.3,10.37,500.0,-500.0,LOSS,53500.0,2023-10
2023-11-03,07:30,71,Asian,REVERTING,SHORT,75.5,20.11,0.515,1.63,13.04,500.0,4000.0,WIN,57500.0,2023-11
2023-11-06,20:30,72,NY_Open,REVERTING,LONG,33.3,-4.25,0.465,0.81,6.46,500.0,-500.0,LOSS,49500.0,2023-11
2023-11-07,07:30,72,Asian,REVERTING,LONG,20.1,-7.67,0.455,1.41,11.29,500.0,-500.0,LOSS,49000.0,2023-11
2023-11-08,14:30,72,London,REVERTING,LONG,25.5,-19.81,0.495,1.85,14.79,500.0,-500.0,LOSS,48500.0,2023-11
2023-11-10,07:00,72,Asian,REVERTING,LONG,31.8,-23.86,0.434,1.2,9.63,500.0,-500.0,LOSS,48000.0,2023-11
2023-11-10,14:00,72,London,REVERTING,LONG,28.3,-9.8,0.455,2.04,16.31,500.0,4000.0,WIN,52000.0,2023-11
2023-11-14,14:30,72,London,REVERTING,SHORT,70.1,11.2,0.495,2.59,20.7,500.0,-500.0,LOSS,51500.0,2023-11
2023-11-16,14:00,72,London,REVERTING,SHORT,71.0,14.18,0.525,2.04,16.34,500.0,-500.0,LOSS,51000.0,2023-11
2023-11-20,20:30,72,NY_Open,REVERTING,SHORT,69.5,10.82,0.505,1.26,10.06,500.0,-500.0,LOSS,50500.0,2023-11
2023-11-28,14:00,72,London,REVERTING,SHORT,75.0,13.72,0.515,2.29,18.32,500.0,-500.0,LOSS,50000.0,2023-11
2023-11-28,20:30,72,NY_Open,REVERTING,SHORT,77.3,14.65,0.515,1.35,10.84,500.0,4000.0,WIN,54000.0,2023-11
2023-12-01,14:00,72,London,REVERTING,SHORT,74.5,27.88,0.475,3.02,24.14,500.0,-500.0,LOSS,53500.0,2023-12
2023-12-04,14:00,72,London,REVERTING,LONG,32.7,-56.78,0.444,4.15,33.16,500.0,-500.0,LOSS,53000.0,2023-12
2023-12-08,14:00,72,London,REVERTING,LONG,29.8,-27.0,0.545,3.06,24.46,500.0,-500.0,LOSS,52500.0,2023-12
2023-12-11,14:00,72,London,REVERTING,LONG,33.2,-14.21,0.465,1.89,15.16,500.0,-500.0,LOSS,52000.0,2023-12
2023-12-13,14:00,72,London,REVERTING,SHORT,77.9,28.9,0.535,2.33,18.67,500.0,-500.0,LOSS,51500.0,2023-12
2023-12-13,20:30,72,NY_Open,REVERTING,SHORT,78.2,39.32,0.485,3.72,29.74,500.0,-500.0,LOSS,51000.0,2023-12
2023-12-15,14:00,72,London,REVERTING,LONG,29.6,-19.99,0.515,2.64,21.11,500.0,4000.0,WIN,55000.0,2023-12
2023-12-22,07:00,72,Asian,REVERTING,SHORT,74.5,6.57,0.576,1.35,10.82,500.0,-500.0,LOSS,54500.0,2023-12
2023-12-27,20:30,72,NY_Open,REVERTING,SHORT,72.4,11.52,0.515,1.31,10.46,500.0,4000.0,WIN,58500.0,2023-12
2024-01-03,07:00,73,Asian,REVERTING,LONG,26.7,-8.08,0.444,1.81,14.51,500.0,-500.0,LOSS,49500.0,2024-01
2024-01-03,14:30,73,London,REVERTING,LONG,34.6,-8.76,0.485,2.96,23.69,500.0,-500.0,LOSS,49000.0,2024-01
2024-01-12,07:00,73,Asian,REVERTING,SHORT,70.7,19.27,0.485,1.61,12.92,500.0,-500.0,LOSS,48500.0,2024-01
2024-01-16,07:00,73,Asian,REVERTING,LONG,30.2,-9.45,0.596,1.46,11.72,500.0,-500.0,LOSS,48000.0,2024-01
2024-01-16,14:00,73,London,REVERTING,LONG,34.7,-12.19,0.566,2.81,22.47,500.0,-500.0,LOSS,47500.0,2024-01
2024-01-17,14:00,73,London,REVERTING,LONG,33.2,-14.56,0.515,2.6,20.77,500.0,4000.0,WIN,51500.0,2024-01
2024-01-19,07:30,73,Asian,REVERTING,SHORT,70.4,1.78,0.566,1.26,10.06,500.0,4000.0,WIN,55500.0,2024-01
2024-01-24,14:00,74,London,REVERTING,LONG,33.6,-18.66,0.586,2.25,18.01,500.0,4000.0,WIN,54000.0,2024-01
2024-02-13,07:00,74,Asian,REVERTING,SHORT,65.0,8.47,0.535,0.85,6.79,500.0,-500.0,LOSS,53500.0,2024-02
2024-02-13,14:00,74,London,REVERTING,LONG,24.9,-27.0,0.505,2.78,22.24,500.0,4000.0,WIN,57500.0,2024-02
2024-02-20,07:00,75,Asian,REVERTING,SHORT,70.6,11.14,0.495,1.0,8.01,500.0,-500.0,LOSS,49500.0,2024-02
2024-02-23,14:00,75,London,REVERTING,SHORT,66.2,12.83,0.505,1.68,13.43,500.0,-500.0,LOSS,49000.0,2024-02
2024-03-01,14:00,75,London,REVERTING,SHORT,75.9,29.05,0.424,3.04,24.3,500.0,-500.0,LOSS,48500.0,2024-03
2024-03-04,14:30,75,London,REVERTING,SHORT,76.4,24.42,0.434,2.81,22.48,500.0,-500.0,LOSS,48000.0,2024-03
2024-03-12,07:30,75,Asian,REVERTING,LONG,33.8,-11.92,0.465,2.01,16.12,500.0,-500.0,LOSS,47500.0,2024-03
2024-03-13,14:00,75,London,REVERTING,SHORT,65.5,11.85,0.515,2.03,16.2,500.0,4000.0,WIN,51500.0,2024-03
2024-03-20,14:00,75,London,REVERTING,SHORT,79.2,31.42,0.515,3.41,27.24,500.0,-500.0,LOSS,51000.0,2024-03
2024-03-26,07:00,75,Asian,REVERTING,SHORT,71.2,12.65,0.485,2.12,16.96,500.0,4000.0,WIN,55000.0,2024-03
2024-03-28,07:00,75,Asian,REVERTING,SHORT,71.5,16.89,0.515,2.55,20.41,500.0,-500.0,LOSS,54500.0,2024-03
2024-03-28,14:00,75,London,REVERTING,SHORT,65.5,9.64,0.515,2.87,22.99,500.0,-500.0,LOSS,54000.0,2024-03
2024-04-03,20:30,75,NY_Open,REVERTING,SHORT,67.8,15.87,0.545,1.74,13.96,500.0,-500.0,LOSS,53500.0,2024-04
2024-04-05,14:00,75,London,REVERTING,SHORT,72.6,32.31,0.535,4.38,35.01,500.0,-500.0,LOSS,53000.0,2024-04
2024-04-11,14:00,75,London,REVERTING,SHORT,67.2,21.72,0.515,3.6,28.8,500.0,-500.0,LOSS,52500.0,2024-04
2024-04-12,14:00,75,London,REVERTING,LONG,33.5,-78.7,0.515,7.51,60.1,500.0,-500.0,LOSS,52000.0,2024-04
2024-04-22,07:00,75,Asian,REVERTING,LONG,28.3,-31.38,0.475,2.96,23.66,500.0,-500.0,LOSS,51500.0,2024-04
2024-04-22,14:30,75,London,REVERTING,LONG,30.3,-0.16,0.505,3.63,29.02,500.0,-500.0,LOSS,51000.0,2024-04
2024-04-30,07:00,75,Asian,REVERTING,LONG,33.3,-11.96,0.515,1.94,15.5,500.0,-500.0,LOSS,50500.0,2024-04
2024-04-30,14:00,75,London,REVERTING,LONG,32.9,-3.87,0.545,3.04,24.29,500.0,-500.0,LOSS,50000.0,2024-04
2024-05-01,14:00,75,London,REVERTING,SHORT,66.0,27.34,0.535,3.18,25.47,500.0,-500.0,LOSS,49500.0,2024-05
2024-05-09,20:30,75,NY_Open,REVERTING,SHORT,68.9,10.9,0.485,1.6,12.82,500.0,-500.0,LOSS,49000.0,2024-05
2024-05-13,07:00,75,Asian,REVERTING,LONG,32.7,-6.83,0.525,1.95,15.6,500.0,-500.0,LOSS,48500.0,2024-05
2024-05-14,14:00,75,London,REVERTING,SHORT,65.5,8.42,0.545,2.98,23.87,500.0,-500.0,LOSS,48000.0,2024-05
2024-05-15,20:30,75,NY_Open,REVERTING,SHORT,66.8,10.48,0.576,1.66,13.29,500.0,4000.0,WIN,52000.0,2024-05
2024-05-17,14:00,75,London,REVERTING,SHORT,73.8,23.28,0.485,3.54,28.31,500.0,-500.0,LOSS,51500.0,2024-05
2024-05-22,14:00,75,London,REVERTING,LONG,28.7,-27.01,0.515,4.09,32.75,500.0,-500.0,LOSS,51000.0,2024-05
2024-05-22,20:30,75,NY_Open,REVERTING,LONG,33.6,-5.31,0.545,1.84,14.73,500.0,-500.0,LOSS,50500.0,2024-05
2024-05-23,14:00,75,London,REVERTING,LONG,29.0,-7.43,0.525,4.18,33.45,500.0,-500.0,LOSS,50000.0,2024-05
2024-05-31,14:30,75,London,REVERTING,LONG,33.5,-12.86,0.505,3.61,28.88,500.0,4000.0,WIN,54000.0,2024-05
2024-06-04,07:00,75,Asian,REVERTING,LONG,32.0,-34.84,0.465,2.05,16.39,500.0,4000.0,WIN,58000.0,2024-06
2024-06-05,14:30,76,London,REVERTING,SHORT,71.8,7.73,0.444,2.77,22.16,500.0,-500.0,LOSS,49500.0,2024-06
2024-06-06,20:30,76,NY_Open,REVERTING,SHORT,67.3,0.93,0.475,1.25,10.03,500.0,4000.0,WIN,53500.0,2024-06
2024-06-07,07:30,76,Asian,REVERTING,LONG,28.9,-37.01,0.444,3.6,28.8,500.0,-500.0,LOSS,53000.0,2024-06
2024-06-07,14:30,76,London,REVERTING,LONG,28.0,-32.81,0.475,4.76,38.08,500.0,-500.0,LOSS,52500.0,2024-06
2024-06-14,07:00,76,Asian,REVERTING,SHORT,69.6,27.37,0.495,2.32,18.53,500.0,-500.0,LOSS,52000.0,2024-06
2024-06-14,14:00,76,London,REVERTING,SHORT,65.3,3.76,0.525,2.67,21.39,500.0,4000.0,WIN,56000.0,2024-06
2024-06-20,14:00,77,London,REVERTING,SHORT,66.6,12.04,0.495,3.17,25.38,500.0,-500.0,LOSS,49500.0,2024-06
2024-06-21,14:00,77,London,REVERTING,LONG,28.2,-32.89,0.475,3.79,30.34,500.0,-500.0,LOSS,49000.0,2024-06
2024-06-26,07:00,77,Asian,REVERTING,LONG,34.2,-3.87,0.515,1.9,15.21,500.0,-500.0,LOSS,48500.0,2024-06
2024-06-27,07:00,77,Asian,REVERTING,SHORT,66.3,27.52,0.566,1.7,13.57,500.0,-500.0,LOSS,48000.0,2024-06
2024-06-27,14:00,77,London,REVERTING,SHORT,65.3,10.23,0.616,2.3,18.38,500.0,-500.0,LOSS,47500.0,2024-06
2024-07-01,07:00,77,Asian,REVERTING,SHORT,65.3,8.22,0.424,1.72,13.78,500.0,-500.0,LOSS,47000.0,2024-07
2024-07-03,07:00,77,Asian,REVERTING,SHORT,65.3,10.9,0.465,1.99,15.9,500.0,-500.0,LOSS,46500.0,2024-07
2024-07-05,14:00,77,London,REVERTING,SHORT,72.8,17.83,0.566,3.76,30.04,500.0,4000.0,WIN,50500.0,2024-07
2024-07-08,14:30,77,London,REVERTING,LONG,33.6,-13.63,0.556,2.75,21.96,500.0,4000.0,WIN,54500.0,2024-07
2024-07-11,14:00,77,London,REVERTING,SHORT,68.8,21.71,0.576,4.53,36.23,500.0,-500.0,LOSS,54000.0,2024-07
2024-07-16,14:00,77,London,REVERTING,SHORT,69.5,25.41,0.434,3.43,27.43,500.0,-500.0,LOSS,53500.0,2024-07
2024-07-18,20:30,77,NY_Open,REVERTING,LONG,29.5,-25.11,0.596,2.25,18.01,500.0,-500.0,LOSS,53000.0,2024-07
2024-07-19,07:30,77,Asian,REVERTING,LONG,28.4,-4.42,0.596,2.56,20.5,500.0,-500.0,LOSS,52500.0,2024-07
2024-07-30,14:00,77,London,REVERTING,SHORT,66.8,8.21,0.465,3.13,25.02,500.0,-500.0,LOSS,52000.0,2024-07
2024-07-31,14:30,77,London,REVERTING,SHORT,67.8,0.9,0.556,2.52,20.14,500.0,-500.0,LOSS,51500.0,2024-07
2024-08-05,07:00,77,Asian,REVERTING,LONG,32.8,-21.1,0.505,5.29,42.32,500.0,-500.0,LOSS,51000.0,2024-08
2024-08-08,07:00,77,Asian,REVERTING,SHORT,69.7,16.89,0.505,2.2,17.62,500.0,-500.0,LOSS,50500.0,2024-08
2024-08-08,14:00,77,London,REVERTING,SHORT,65.9,22.19,0.535,3.65,29.17,500.0,-500.0,LOSS,50000.0,2024-08
2024-08-12,14:00,77,London,REVERTING,SHORT,78.6,21.62,0.576,2.76,22.12,500.0,-500.0,LOSS,49500.0,2024-08
2024-08-16,07:30,77,Asian,REVERTING,SHORT,66.8,14.42,0.505,2.24,17.88,500.0,-500.0,LOSS,49000.0,2024-08
2024-08-16,14:30,77,London,REVERTING,SHORT,72.2,24.05,0.465,4.01,32.08,500.0,-500.0,LOSS,48500.0,2024-08
2024-08-20,07:30,77,Asian,REVERTING,SHORT,69.7,16.8,0.505,2.58,20.64,500.0,4000.0,WIN,52500.0,2024-08
2024-08-26,07:30,77,Asian,REVERTING,SHORT,67.1,1.12,0.495,1.74,13.89,500.0,4000.0,WIN,56500.0,2024-08
2024-08-28,07:30,78,Asian,REVERTING,LONG,33.8,-18.24,0.535,1.8,14.38,500.0,4000.0,WIN,54000.0,2024-08
2024-09-05,07:30,78,Asian,REVERTING,SHORT,70.8,0.94,0.455,2.06,16.49,500.0,-500.0,LOSS,53500.0,2024-09
2024-09-12,14:00,78,London,REVERTING,SHORT,72.4,23.99,0.505,4.13,33.07,500.0,-500.0,LOSS,53000.0,2024-09
2024-09-18,14:00,78,London,REVERTING,SHORT,66.7,14.36,0.505,3.35,26.78,500.0,-500.0,LOSS,52500.0,2024-09
2024-09-20,07:00,78,Asian,REVERTING,SHORT,69.0,16.53,0.535,2.08,16.62,500.0,-500.0,LOSS,52000.0,2024-09
2024-09-24,14:00,78,London,REVERTING,SHORT,70.4,17.84,0.485,3.17,25.38,500.0,-500.0,LOSS,51500.0,2024-09
2024-09-26,07:00,78,Asian,REVERTING,SHORT,72.5,10.04,0.525,2.07,16.57,500.0,-500.0,LOSS,51000.0,2024-09
2024-09-27,14:00,78,London,REVERTING,LONG,34.5,-16.98,0.535,3.6,28.8,500.0,-500.0,LOSS,50500.0,2024-09
2024-09-30,14:00,78,London,REVERTING,LONG,33.0,-16.9,0.515,2.98,23.82,500.0,4000.0,WIN,54500.0,2024-09
2024-10-23,14:00,78,London,REVERTING,LONG,30.1,-26.74,0.465,3.86,30.91,500.0,4000.0,WIN,58500.0,2024-10
2024-10-29,20:30,79,NY_Open,REVERTING,SHORT,70.8,4.38,0.455,1.28,10.27,500.0,-500.0,LOSS,49500.0,2024-10
2024-11-01,14:00,79,London,REVERTING,LONG,33.2,-20.1,0.515,3.4,27.23,500.0,-500.0,LOSS,49000.0,2024-11
2024-11-06,07:30,79,Asian,REVERTING,LONG,32.0,-31.85,0.535,6.44,51.5,500.0,-500.0,LOSS,48500.0,2024-11
2024-11-06,14:30,79,London,REVERTING,LONG,33.5,-16.88,0.525,4.59,36.76,500.0,-500.0,LOSS,48000.0,2024-11
2024-11-11,07:30,79,Asian,REVERTING,LONG,33.2,-11.04,0.434,2.66,21.27,500.0,-500.0,LOSS,47500.0,2024-11
2024-11-11,14:30,79,London,REVERTING,LONG,27.0,-11.93,0.434,3.25,26.02,500.0,-500.0,LOSS,47000.0,2024-11
2024-11-13,20:30,79,NY_Open,REVERTING,LONG,32.4,-30.39,0.636,2.95,23.57,500.0,-500.0,LOSS,46500.0,2024-11
2024-11-19,07:30,79,Asian,REVERTING,SHORT,71.3,1.79,0.535,2.59,20.72,500.0,-500.0,LOSS,46000.0,2024-11
2024-11-20,14:30,80,London,REVERTING,SHORT,66.3,7.17,0.495,2.8,22.39,500.0,-500.0,LOSS,49500.0,2024-11
2024-11-22,07:30,80,Asian,REVERTING,SHORT,67.9,11.65,0.475,3.0,24.03,500.0,-500.0,LOSS,49000.0,2024-11
2024-12-05,20:30,80,NY_Open,REVERTING,LONG,31.6,-12.9,0.475,2.18,17.48,500.0,4000.0,WIN,53000.0,2024-12
2024-12-10,14:00,80,London,REVERTING,SHORT,68.9,14.62,0.465,2.52,20.16,500.0,-500.0,LOSS,52500.0,2024-12
2024-12-11,14:30,80,London,REVERTING,SHORT,65.1,13.2,0.515,3.03,24.24,500.0,4000.0,WIN,56500.0,2024-12
2024-12-12,14:30,81,London,REVERTING,LONG,33.5,-11.68,0.495,3.44,27.52,500.0,-500.0,LOSS,49500.0,2024-12
2024-12-13,14:00,81,London,REVERTING,LONG,30.5,-13.53,0.455,2.52,20.19,500.0,-500.0,LOSS,49000.0,2024-12
2024-12-18,14:00,81,London,REVERTING,LONG,28.4,-24.54,0.525,2.71,21.65,500.0,-500.0,LOSS,48500.0,2024-12
2024-12-20,14:00,81,London,REVERTING,SHORT,65.7,9.55,0.485,3.01,24.1,500.0,-500.0,LOSS,48000.0,2024-12
2025-01-01,20:30,81,NY_Open,REVERTING,SHORT,70.0,7.25,0.545,1.5,11.98,500.0,-500.0,LOSS,47500.0,2025-01
2025-01-02,14:00,81,London,REVERTING,SHORT,70.0,6.21,0.596,2.81,22.45,500.0,-500.0,LOSS,47000.0,2025-01
2025-01-03,14:30,81,London,REVERTING,LONG,34.7,-10.97,0.626,2.37,18.92,500.0,-500.0,LOSS,46500.0,2025-01
2025-01-09,07:30,81,Asian,REVERTING,SHORT,65.9,4.77,0.525,2.06,16.48,500.0,-500.0,LOSS,46000.0,2025-01
2025-01-13,07:00,82,Asian,REVERTING,LONG,33.2,-20.26,0.515,2.32,18.59,500.0,-500.0,LOSS,49500.0,2025-01
2025-01-13,14:00,82,London,REVERTING,LONG,32.8,-7.27,0.535,2.93,23.43,500.0,4000.0,WIN,53500.0,2025-01
2025-01-21,14:00,82,London,REVERTING,SHORT,65.4,6.0,0.505,2.54,20.32,500.0,-500.0,LOSS,53000.0,2025-01
2025-01-24,07:00,82,Asian,REVERTING,SHORT,67.1,3.01,0.505,1.97,15.78,500.0,4000.0,WIN,57000.0,2025-01
2025-01-28,14:00,83,London,REVERTING,SHORT,70.3,8.83,0.475,1.68,13.42,500.0,-500.0,LOSS,49500.0,2025-01
2025-01-30,07:00,83,Asian,REVERTING,SHORT,71.5,13.52,0.485,1.83,14.64,500.0,-500.0,LOSS,49000.0,2025-01
2025-01-30,14:00,83,London,REVERTING,SHORT,67.9,2.18,0.444,2.77,22.15,500.0,-500.0,LOSS,48500.0,2025-01
2025-02-03,07:30,83,Asian,REVERTING,SHORT,66.6,11.31,0.495,2.67,21.33,500.0,-500.0,LOSS,48000.0,2025-02
2025-02-10,07:00,83,Asian,REVERTING,SHORT,74.3,16.12,0.515,2.57,20.6,500.0,-500.0,LOSS,47500.0,2025-02
2025-02-14,14:00,83,London,REVERTING,LONG,26.7,-38.08,0.455,4.79,38.34,500.0,4000.0,WIN,51500.0,2025-02
2025-02-18,14:30,83,London,REVERTING,SHORT,73.9,9.48,0.556,2.28,18.22,500.0,-500.0,LOSS,51000.0,2025-02
2025-03-04,07:00,83,Asian,REVERTING,SHORT,71.2,7.17,0.465,3.33,26.64,500.0,4000.0,WIN,55000.0,2025-03
2025-03-11,14:00,83,London,REVERTING,SHORT,65.5,9.48,0.495,2.55,20.36,500.0,-500.0,LOSS,54500.0,2025-03
2025-03-13,14:00,83,London,REVERTING,SHORT,80.3,20.71,0.455,3.25,26.0,500.0,-500.0,LOSS,54000.0,2025-03
2025-03-18,07:00,83,Asian,REVERTING,SHORT,69.5,9.33,0.505,2.72,21.77,500.0,-500.0,LOSS,53500.0,2025-03
2025-03-18,14:00,83,London,REVERTING,SHORT,67.4,1.45,0.444,2.6,20.82,500.0,-500.0,LOSS,53000.0,2025-03
2025-03-27,07:00,83,Asian,REVERTING,SHORT,66.6,14.11,0.434,2.98,23.83,500.0,-500.0,LOSS,52500.0,2025-03
2025-03-27,20:30,83,NY_Open,REVERTING,SHORT,73.0,4.61,0.424,1.66,13.27,500.0,-500.0,LOSS,52000.0,2025-03
2025-04-03,07:00,83,Asian,REVERTING,LONG,30.4,-30.26,0.566,5.53,44.25,500.0,-500.0,LOSS,51500.0,2025-04
2025-04-04,14:00,83,London,REVERTING,LONG,33.5,-36.81,0.505,9.8,78.37,500.0,-500.0,LOSS,51000.0,2025-04
2025-04-07,14:30,83,London,REVERTING,LONG,34.5,-27.19,0.505,8.03,64.22,500.0,4000.0,WIN,55000.0,2025-04
2025-04-09,07:30,83,Asian,REVERTING,SHORT,72.9,44.82,0.566,6.1,48.8,500.0,-500.0,LOSS,54500.0,2025-04
2025-04-10,14:00,83,London,REVERTING,SHORT,66.3,18.14,0.495,6.86,54.91,500.0,-500.0,LOSS,54000.0,2025-04
2025-04-10,20:30,83,NY_Open,REVERTING,SHORT,75.6,9.21,0.475,4.99,39.94,500.0,-500.0,LOSS,53500.0,2025-04
2025-04-15,20:30,83,NY_Open,REVERTING,SHORT,76.4,18.15,0.586,3.09,24.74,500.0,-500.0,LOSS,53000.0,2025-04
2025-04-16,07:30,83,Asian,REVERTING,SHORT,71.6,14.19,0.535,4.97,39.77,500.0,-500.0,LOSS,52500.0,2025-04
2025-04-21,07:00,83,Asian,REVERTING,SHORT,66.7,12.45,0.556,3.43,27.43,500.0,-500.0,LOSS,52000.0,2025-04
2025-04-28,14:00,83,London,REVERTING,SHORT,67.6,22.6,0.485,5.97,47.73,500.0,4000.0,WIN,56000.0,2025-04
2025-04-30,07:30,84,Asian,REVERTING,LONG,34.3,-25.99,0.525,4.88,39.07,500.0,-500.0,LOSS,49500.0,2025-04
2025-05-01,07:00,84,Asian,REVERTING,LONG,32.7,-19.45,0.505,4.12,32.96,500.0,-500.0,LOSS,49000.0,2025-05
2025-05-05,07:00,84,Asian,REVERTING,SHORT,75.9,44.2,0.515,4.3,34.4,500.0,-500.0,LOSS,48500.0,2025-05
2025-05-08,14:00,84,London,REVERTING,LONG,33.2,-22.24,0.444,6.49,51.92,500.0,-500.0,LOSS,48000.0,2025-05
2025-05-12,07:00,84,Asian,REVERTING,LONG,31.9,-31.78,0.525,6.92,55.37,500.0,-500.0,LOSS,47500.0,2025-05
2025-05-14,14:00,84,London,REVERTING,LONG,29.8,-16.47,0.444,6.42,51.33,500.0,4000.0,WIN,51500.0,2025-05
2025-05-16,07:00,84,Asian,REVERTING,LONG,32.0,-65.15,0.455,5.64,45.11,500.0,-500.0,LOSS,51000.0,2025-05
2025-05-20,14:00,84,London,REVERTING,SHORT,74.9,33.37,0.535,4.92,39.33,500.0,-500.0,LOSS,50500.0,2025-05
2025-05-23,07:30,84,Asian,REVERTING,SHORT,69.6,27.81,0.475,4.17,33.37,500.0,-500.0,LOSS,50000.0,2025-05
2025-05-27,07:00,84,Asian,REVERTING,LONG,29.1,-23.71,0.495,5.45,43.58,500.0,-500.0,LOSS,49500.0,2025-05
2025-06-02,07:00,84,Asian,REVERTING,SHORT,71.8,21.36,0.525,3.93,31.43,500.0,-500.0,LOSS,49000.0,2025-06
2025-06-02,14:30,84,London,REVERTING,SHORT,73.4,4.54,0.525,4.2,33.62,500.0,4000.0,WIN,53000.0,2025-06
2025-06-05,07:00,84,Asian,REVERTING,SHORT,65.1,11.76,0.556,3.38,27.01,500.0,4000.0,WIN,57000.0,2025-06
2025-06-06,14:00,85,London,REVERTING,LONG,27.8,-31.79,0.515,5.37,42.94,500.0,-500.0,LOSS,49500.0,2025-06
2025-06-10,07:00,85,Asian,REVERTING,SHORT,65.1,10.21,0.556,3.09,24.76,500.0,-500.0,LOSS,49000.0,2025-06
2025-06-12,20:30,85,NY_Open,REVERTING,SHORT,70.8,20.09,0.455,3.45,27.6,500.0,-500.0,LOSS,48500.0,2025-06
2025-06-16,14:30,85,London,REVERTING,LONG,33.5,-19.58,0.455,4.51,36.04,500.0,-500.0,LOSS,48000.0,2025-06
2025-06-24,07:30,85,Asian,REVERTING,LONG,34.4,-17.33,0.535,3.99,31.92,500.0,-500.0,LOSS,47500.0,2025-06
2025-06-27,07:00,85,Asian,REVERTING,LONG,33.1,-3.2,0.505,3.71,29.71,500.0,-500.0,LOSS,47000.0,2025-06
2025-06-30,20:30,85,NY_Open,REVERTING,SHORT,65.4,0.28,0.535,2.4,19.21,500.0,-500.0,LOSS,46500.0,2025-06
2025-07-01,07:30,85,Asian,REVERTING,SHORT,76.1,10.28,0.545,2.86,22.87,500.0,-500.0,LOSS,46000.0,2025-07
2025-07-15,14:00,86,London,REVERTING,LONG,32.3,-17.57,0.455,4.25,34.0,500.0,4000.0,WIN,54000.0,2025-07
